No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
262,JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,USA,395124.37,23.73,164.14,2.10%,11279826,15.35,4.29,4.56,5.52,15.51,19.46,0.86%,6.88%,-0.27%,5.53%,1.31%,2.83%,8.79%,22.34%,16.51%,1.07,0.85,0.44,0.58,68.75%,25.94%,19.68%,7/17/2024 8:30:00 AM,2407.08,2403.1,0.17%,-1.64%,72.60%,-0.39%,0.75%,2.51,7162.59,2.18%,12.66%,9.49%,3.65%,-3.40%,4.72%,1.85%,1.73%,2.17,1.57,0.51,2.8,6.70%,9.64%,6.98%,-6.72%,14.68%,68.95,1.38%,0.71%
263,JNPR,Juniper Networks Inc,Technology,Communication Equipment,USA,12573.91,53.2,38.2,0.90%,3958063,19.19,4.84,2.46,2.76,11.08,24.12,-26.16%,19.26%,-9.86%,11.00%,3.82%,2.28%,2.49%,5.28%,3.75%,1.69,1.23,0.38,0.38,58.56%,7.24%,4.58%,7/25/2024 4:30:00 PM,329.16,325.08,1.24%,-11.01%,89.63%,-0.68%,3.66%,5.47,2175.51,2.55%,5.09%,10.25%,3.55%,35.03%,29.58%,1.08%,0.95%,2.87,1.82,0.92,0.39,2.53%,5.58%,12.63%,0.35%,53.60%,69.29,1.17%,-0.26%
264,JPM,JPMorgan Chase & Co.,Financial,Banks - Diversified,USA,571864.36,11.11,199.14,-4.24%,18040309,11.62,3.49,2.14,1.79,,4.07,9.73%,-3.74%,12.53%,3.18%,14.88%,2.41%,1.34%,16.45%,7.11%,1.48,,1.16,2.47,,26.00%,19.51%,7/12/2024 8:30:00 AM,2876.66,2860.68,0.38%,-9.86%,73.64%,0.11%,0.79%,2.49,9075.12,-6.17%,-4.58%,3.90%,14.63%,28.15%,17.07%,2.42%,1.99%,1.77,1.99,1.11,4.6,-5.06%,-2.03%,9.90%,-8.47%,47.30%,38.99,-2.32%,-1.96%
265,K,Kellanova Co,Consumer Defensive,Packaged Foods,USA,21531.6,23.93,62.98,1.50%,4730688,16.17,2.77,1.59,6.51,79.16,19.47,16.30%,5.30%,-6.41%,8.64%,-0.49%,3.62%,5.60%,25.72%,10.28%,0.73,0.48,1.67,1.97,34.86%,13.44%,6.72%,8/1/2024 8:30:00 AM,340.59,287.76,15.83%,-3.36%,73.66%,-1.00%,4.16%,5.17,2314.01,9.59%,11.13%,2.77%,13.23%,0.72%,12.65%,2.75%,2.00%,2.67,2.04,0.35,1.35,9.59%,7.86%,12.68%,-0.99%,32.24%,74.23,-0.14%,1.64%
266,KDP,Keurig Dr Pepper Inc,Consumer Defensive,Beverages - Non-Alcoholic,USA,47558.08,22.36,35.07,1.48%,11433796,16.93,3.18,3.16,1.92,108.58,44.45,7.54%,7.62%,23.74%,7.04%,15.86%,2.49%,4.19%,8.72%,5.66%,0.51,0.33,0.56,0.67,53.22%,23.36%,14.47%,7/25/2024 8:30:00 AM,1390.45,1055.15,22.19%,-39.87%,70.80%,-1.00%,2.40%,3.31,7644.49,3.94%,7.18%,4.50%,9.66%,1.77%,5.25%,1.99%,1.83%,2.27,1.5,0.61,0.64,6.16%,4.22%,9.75%,0.20%,26.81%,72.31,0.49%,0.98%
267,KEY,Keycorp,Financial,Banks - Regional,USA,13629.24,18.82,14.45,-5.06%,19973103,9.01,1.03,1.28,1.11,,10.74,-2.42%,44.15%,-12.34%,18.20%,7.70%,5.68%,0.45%,6.00%,2.27%,0.56,,1.14,1.5,,9.37%,6.74%,7/18/2024 8:30:00 AM,943.2,939.12,0.43%,-0.71%,81.87%,-0.17%,2.82%,2.03,13051.87,-12.21%,1.26%,-2.82%,1.98%,21.43%,0.35%,3.47%,3.00%,1.91,1.53,1.24,0.49,-6.76%,-0.96%,3.49%,-12.45%,52.11%,39.66,-2.30%,-2.83%
268,KEYS,Keysight Technologies Inc,Technology,Scientific & Technical Instruments,USA,22114.22,27.65,126.7,-4.40%,1821916,18.28,,4.28,4.51,13.35,24.82,-28.55%,16.48%,46.88%,-3.40%,7.32%,,9.18%,16.90%,12.89%,1.97,1.35,0.28,0.42,63.89%,21.44%,15.71%,8/20/2024 4:30:00 PM,174.6,173.18,0.78%,-0.31%,89.30%,-3.16%,1.36%,2.06,1141.77,-8.45%,-6.38%,-13.80%,-18.00%,-20.74%,-20.36%,3.49%,2.60%,2.0,1.6,0.97,4.04,-9.02%,-8.54%,-12.70%,-22.04%,6.86%,34.39,-2.18%,-2.26%
269,KHC,Kraft Heinz Co,Consumer Defensive,Packaged Foods,USA,43599.43,23.04,36.06,1.86%,15878898,11.36,6.25,1.66,0.89,48.44,14.26,1.69%,4.77%,,3.69%,0.33%,4.44%,2.14%,3.89%,2.82%,1.01,0.53,0.39,0.41,34.91%,20.58%,7.30%,7/31/2024 8:30:00 AM,1218.0,1204.32,0.39%,-1.02%,80.10%,2.88%,2.24%,3.43,7879.01,8.09%,12.37%,-1.80%,-4.50%,-0.72%,-2.49%,2.45%,1.92%,1.95,2.02,0.48,0.72,9.04%,7.68%,2.49%,-7.44%,17.54%,76.19,0.70%,1.16%
270,KIM,Kimco Realty Corporation,Real Estate,REIT - Retail,USA,14783.45,40.96,21.93,-0.36%,4591198,31.82,,7.73,1.4,115.89,23.17,-51.92%,40.53%,-0.05%,-11.06%,10.08%,4.41%,1.94%,3.60%,1.82%,,,0.74,0.74,39.89%,32.12%,17.53%,8/1/2024 8:30:00 AM,674.12,659.64,2.15%,-0.06%,94.59%,-1.47%,2.46%,3.99,4068.14,3.49%,13.80%,15.66%,6.87%,9.04%,2.91%,2.59%,2.06%,2.26,1.13,1.49,0.46,5.07%,11.38%,12.88%,-3.96%,34.80%,67.47,-0.68%,0.32%
271,KKR,KKR & Co. Inc,Financial,Asset Management,USA,96389.39,25.63,108.62,-9.29%,7437158,17.78,0.85,4.02,4.45,6.2,15.08,35.76%,31.56%,14.69%,30.25%,121.30%,0.64%,1.22%,18.63%,5.46%,,,2.27,2.27,41.77%,27.70%,16.12%,7/31/2024 8:30:00 AM,885.01,671.22,24.36%,-31.37%,58.98%,0.60%,2.53%,2.47,6879.46,-8.35%,2.41%,11.83%,23.22%,84.38%,31.10%,4.31%,3.05%,1.35,1.08,1.62,4.24,-5.13%,-0.72%,18.80%,-15.66%,102.22%,42.0,-7.04%,-2.43%
272,KLAC,KLA Corp.,Technology,Semiconductor Equipment & Materials,USA,93732.33,34.31,696.17,-7.93%,2070928,20.43,1.98,9.57,30.3,20.81,30.44,26.01%,13.93%,22.04%,17.30%,17.37%,0.86%,18.72%,87.85%,29.86%,2.15,1.5,1.75,1.97,61.31%,39.13%,28.19%,7/24/2024 4:30:00 PM,136.75,134.46,0.13%,-17.36%,89.59%,-4.69%,1.90%,2.95,863.29,-11.59%,-18.42%,2.07%,16.20%,39.35%,19.76%,6.08%,4.28%,2.0,2.4,1.29,40.95,-14.56%,-13.67%,5.00%,-22.33%,58.17%,36.57,-2.13%,-5.93%
273,KMB,Kimberly-Clark Corp.,Consumer Defensive,Household & Personal Products,USA,47185.68,20.74,140.1,1.17%,2401756,18.33,2.85,2.33,41.56,40.57,16.43,11.02%,4.80%,5.26%,7.29%,2.03%,3.46%,13.20%,279.58%,27.57%,0.85,0.58,6.3,7.01,35.98%,15.63%,11.28%,7/23/2024 8:30:00 AM,337.0,336.23,0.17%,-20.85%,79.70%,1.12%,1.35%,2.12,2135.61,-1.21%,1.88%,2.64%,13.51%,8.21%,15.30%,2.12%,1.74%,2.48,1.12,0.39,2.89,-0.26%,1.57%,9.69%,-3.79%,20.45%,51.43,-0.01%,1.18%
274,KMI,Kinder Morgan Inc,Energy,Oil & Gas Midstream,USA,45966.88,18.89,20.68,-1.85%,18941055,16.45,2.45,3.0,1.51,370.7,11.14,12.40%,4.50%,9.87%,7.70%,4.24%,5.56%,3.48%,7.99%,4.12%,0.37,0.28,0.94,1.05,35.20%,27.91%,15.89%,7/17/2024 4:30:00 PM,2219.73,1938.07,12.81%,-0.15%,65.59%,-0.08%,2.26%,3.1,14128.55,-3.23%,3.61%,12.03%,21.43%,19.12%,17.23%,2.09%,1.86%,2.48,1.34,0.92,0.4,-0.55%,2.91%,13.29%,-5.40%,30.14%,49.79,-1.43%,-0.43%
275,KMX,Carmax Inc,Consumer Cyclical,Auto & Truck Dealerships,USA,12233.55,30.79,78.38,-3.95%,2140024,21.01,1.87,0.47,1.99,16.2,130.55,-1.32%,25.21%,-8.81%,16.50%,11.17%,,1.49%,6.73%,1.61%,2.5,0.6,3.07,3.17,9.35%,-0.89%,1.55%,6/21/2024 8:30:00 AM,157.61,155.38,0.45%,-23.24%,111.86%,1.49%,11.99%,9.67,1926.27,-5.59%,7.55%,15.20%,7.61%,-5.84%,2.14%,3.16%,2.93%,2.33,1.11,1.69,2.6,-2.29%,5.07%,7.90%,-11.15%,31.38%,48.16,-1.25%,-2.73%
276,KO,Coca-Cola Co,Consumer Defensive,Beverages - Non-Alcoholic,USA,298803.29,28.18,69.33,2.02%,22512054,22.85,4.64,6.43,11.56,15.73,33.0,6.03%,6.37%,10.53%,6.07%,6.53%,2.80%,10.67%,41.06%,16.65%,1.08,0.92,1.47,1.69,60.74%,22.50%,22.92%,7/23/2024 8:30:00 AM,4308.0,4276.42,0.78%,-2.09%,73.29%,0.39%,0.73%,2.73,11404.33,3.40%,9.47%,11.84%,13.69%,11.89%,17.65%,1.94%,1.53%,1.76,1.97,0.6,1.05,6.64%,8.58%,14.64%,1.80%,34.49%,75.45,1.17%,0.84%
277,KR,Kroger Co.,Consumer Defensive,Grocery Stores,USA,39214.85,18.51,54.33,-1.38%,4283887,11.94,2.31,0.26,3.16,9.63,18.05,-6.71%,2.48%,-4.67%,8.00%,4.41%,2.19%,4.19%,18.28%,6.91%,0.86,0.46,1.48,1.55,20.17%,3.22%,1.42%,6/20/2024 8:30:00 AM,720.0,716.05,0.80%,-2.87%,85.34%,-0.01%,1.90%,2.52,5394.93,0.11%,7.05%,-1.38%,16.31%,10.83%,18.86%,1.98%,1.79%,2.14,0.79,0.46,1.0,1.30%,3.98%,8.93%,-6.87%,29.07%,56.61,-1.81%,0.44%
278,KVUE,Kenvue Inc,Consumer Defensive,Household & Personal Products,USA,36036.72,24.18,18.82,1.02%,17688636,15.47,22.19,2.33,3.39,31.2,17.28,-11.94%,7.06%,3.41%,1.09%,1.93%,4.09%,4.74%,9.65%,8.40%,0.99,0.68,0.67,0.82,56.53%,19.31%,9.63%,8/6/2024 8:30:00 AM,1915.06,1914.3,0.03%,0.00%,94.97%,,1.91%,1.65,22191.93,0.70%,2.79%,-1.57%,-9.91%,-21.26%,-12.59%,2.19%,2.09%,2.33,0.8,1.24,0.4,2.83%,1.37%,-4.53%,-22.98%,6.51%,56.95,0.91%,0.11%
279,L,Loews Corp.,Financial,Insurance - Property & Casualty,USA,17274.03,11.54,78.69,-0.64%,573675,,0.82,1.04,1.06,,6.06,,,25.93%,14.03%,2.70%,0.32%,1.93%,9.84%,6.11%,0.67,,0.52,0.58,,14.42%,9.14%,7/29/2024 8:30:00 AM,222.17,181.56,17.29%,-1.40%,60.68%,-3.49%,0.94%,2.4,710.7,-1.75%,5.77%,2.82%,8.84%,25.16%,13.08%,3.06%,1.96%,3.0,0.81,0.82,1.61,1.11%,3.18%,7.64%,-5.81%,28.39%,54.47,-0.10%,-0.54%
280,LDOS,Leidos Holdings Inc,Technology,Information Technology Services,USA,19585.49,45.61,145.39,0.44%,1063225,15.38,4.41,1.22,4.4,20.81,14.32,23.15%,5.14%,-17.61%,10.35%,8.68%,1.06%,3.36%,9.63%,4.82%,1.21,1.11,1.03,1.16,15.77%,9.97%,2.72%,7/30/2024 8:30:00 AM,135.77,133.06,1.23%,-0.98%,78.51%,-1.75%,1.06%,1.53,919.29,-2.96%,-0.85%,1.91%,31.16%,47.53%,34.32%,3.19%,2.12%,1.59,1.16,0.7,3.3,-2.54%,-1.37%,16.38%,-6.47%,62.96%,44.38,1.10%,-0.65%
281,LEN,Lennar Corp.,Consumer Cyclical,Residential Construction,USA,47906.72,11.86,174.46,-1.01%,2327308,10.88,1.24,1.34,1.78,12.25,11.73,4.22%,12.06%,20.35%,9.60%,11.17%,1.15%,10.85%,15.79%,13.36%,5.21,1.1,0.14,0.14,24.13%,15.44%,11.44%,6/17/2024 4:30:00 PM,247.27,235.89,14.10%,-0.07%,84.72%,2.30%,2.76%,2.89,2252.26,-1.27%,21.76%,12.40%,13.34%,39.36%,17.06%,2.89%,3.04%,2.1,1.03,1.61,5.32,5.76%,10.38%,16.93%,-4.42%,69.54%,62.74,1.14%,-2.13%
282,LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,USA,19892.44,44.86,236.0,1.12%,1194676,14.84,4.76,1.59,2.45,75.04,23.34,8.49%,8.12%,-11.14%,9.43%,2.87%,1.24%,2.61%,5.35%,3.82%,0.88,0.77,0.47,0.75,26.10%,9.05%,3.60%,8/1/2024 8:30:00 AM,84.29,83.96,0.40%,-14.99%,98.87%,-2.80%,2.44%,3.12,656.08,11.90%,15.77%,17.85%,5.22%,9.80%,3.83%,3.31%,2.57%,1.75,1.82,1.04,5.86,12.12%,15.48%,11.59%,0.76%,22.94%,77.84,1.42%,-0.30%
283,LHX,L3Harris Technologies Inc,Industrials,Aerospace & Defense,USA,43669.35,36.85,230.19,0.42%,1080701,16.16,3.99,2.1,2.32,79.83,29.41,5.36%,9.40%,-3.91%,9.24%,35.62%,2.04%,3.09%,6.39%,4.05%,0.9,0.74,0.56,0.7,22.32%,9.73%,5.73%,7/25/2024 4:30:00 PM,189.81,189.09,0.33%,-20.65%,85.16%,-0.55%,0.82%,1.85,842.97,0.34%,2.50%,8.92%,9.89%,23.81%,9.29%,2.43%,2.00%,2.0,1.28,0.73,5.0,-0.93%,1.63%,10.01%,-6.27%,43.64%,50.17,0.42%,0.00%
284,LIN,Linde Plc.,Basic Materials,Specialty Chemicals,United Kingdom,218246.88,35.22,454.0,0.15%,2714556,26.65,3.77,6.66,5.62,45.02,40.83,9.04%,10.04%,-0.81%,9.36%,21.33%,1.23%,7.86%,16.02%,11.67%,0.91,0.76,0.39,0.52,35.61%,24.99%,19.26%,8/2/2024 8:30:00 AM,482.45,472.31,1.75%,-1.48%,83.32%,0.62%,0.99%,2.73,1702.91,0.58%,4.86%,8.19%,11.10%,18.30%,10.54%,1.77%,1.42%,1.8,1.59,0.94,6.94,2.29%,3.45%,6.33%,-4.96%,25.75%,64.36,0.98%,-0.82%
285,LKQ,LKQ Corp,Consumer Cyclical,Auto Parts,USA,10567.26,14.61,40.14,-0.07%,1664170,9.94,0.44,0.73,1.73,38.29,14.07,-6.40%,12.66%,18.01%,33.50%,3.39%,2.93%,5.00%,12.15%,6.36%,1.75,0.7,0.89,0.93,37.00%,9.23%,5.07%,7/25/2024 8:30:00 AM,267.2,261.44,0.69%,-9.30%,101.17%,-2.23%,1.65%,2.25,1915.71,-0.10%,-3.39%,-7.38%,-15.92%,-26.86%,-16.01%,3.45%,3.09%,1.67,0.87,1.29,1.46,-6.13%,-5.12%,-13.35%,-27.61%,12.85%,39.84,0.60%,-0.67%
286,LLY,Lilly(Eli) & Co,Healthcare,Drug Manufacturers - General,USA,764558.8,120.48,804.46,-3.36%,3514263,41.86,1.92,21.28,59.67,295.62,,116.93%,40.17%,13.74%,62.63%,9.91%,0.66%,10.48%,51.15%,16.42%,1.35,1.03,1.92,2.05,80.16%,31.58%,17.08%,8/8/2024 8:30:00 AM,949.38,851.41,10.42%,-2.36%,73.50%,0.66%,0.74%,2.17,2905.4,-0.02%,-10.43%,6.42%,21.81%,77.01%,38.01%,3.53%,2.99%,1.66,1.21,0.41,28.35,-8.36%,-7.22%,10.82%,-16.73%,80.01%,37.76,-1.50%,-1.89%
287,LMT,Lockheed Martin Corp.,Industrials,Aerospace & Defense,USA,130804.82,19.91,548.77,-0.02%,1484456,19.38,4.15,1.84,21.06,51.84,18.82,-4.65%,6.72%,9.38%,4.80%,4.79%,2.33%,12.02%,87.40%,26.64%,1.24,1.07,3.1,3.12,12.12%,12.12%,9.48%,7/23/2024 8:30:00 AM,240.0,238.22,0.06%,-15.31%,75.46%,-0.79%,0.72%,1.71,998.9,4.57%,17.75%,18.47%,27.69%,22.34%,21.08%,2.27%,1.78%,2.4,1.49,0.46,9.59,11.74%,15.41%,20.89%,-0.06%,39.36%,91.81,-0.43%,0.41%
288,LNT,Alliant Energy Corp.,Utilities,Utilities - Regulated Electric,USA,14641.86,23.33,57.11,0.88%,2275178,17.52,3.03,3.69,2.16,159.15,,8.50%,6.55%,4.83%,7.70%,2.93%,3.36%,2.96%,9.44%,3.98%,0.65,0.4,1.31,1.44,29.40%,23.71%,15.77%,8/1/2024 4:30:00 PM,256.38,255.75,0.25%,0.25%,80.37%,2.79%,2.30%,3.96,1484.07,1.96%,12.40%,12.31%,14.59%,7.19%,11.33%,2.08%,1.71%,2.5,1.53,0.56,1.0,4.90%,9.59%,13.55%,0.56%,26.48%,74.01,-2.33%,3.29%
289,LOW,"Lowe's Cos., Inc.",Consumer Cyclical,Home Improvement Retail,USA,137000.93,19.31,240.42,-0.39%,2258866,17.91,4.83,1.6,,39.13,16.45,-7.06%,10.23%,35.96%,4.00%,4.52%,1.88%,15.78%,,30.29%,1.17,0.23,,,31.24%,12.88%,8.43%,8/20/2024 8:30:00 AM,574.0,569.12,0.12%,-4.67%,76.81%,-3.70%,1.59%,3.48,2600.56,0.65%,12.71%,4.72%,9.17%,4.76%,8.03%,2.52%,2.47%,2.32,0.87,1.09,5.91,2.79%,6.58%,8.10%,-8.41%,32.21%,58.71,0.90%,-1.28%
290,LRCX,Lam Research Corp.,Technology,Semiconductor Equipment & Materials,USA,99754.62,26.31,763.0,-8.11%,2705548,16.61,2.38,6.69,11.65,17.06,23.44,18.31%,28.16%,16.17%,11.03%,10.85%,1.11%,20.40%,45.71%,29.40%,2.97,2.0,0.52,0.58,47.64%,29.05%,25.68%,7/31/2024 4:30:00 PM,130.38,130.12,0.47%,-8.48%,85.65%,1.96%,1.95%,2.53,1006.07,-14.71%,-29.53%,-13.66%,-8.32%,11.24%,-2.59%,6.03%,4.13%,1.91,2.69,1.51,48.13,-22.40%,-23.62%,-12.08%,-32.48%,32.83%,29.08,-4.63%,-3.65%
291,LULU,Lululemon Athletica inc.,Consumer Cyclical,Apparel Retail,Canada,29500.0,18.91,236.0,-5.24%,3095965,15.25,1.64,3.0,7.02,15.52,17.03,11.04%,9.13%,27.57%,11.54%,24.40%,,25.50%,41.94%,29.46%,2.72,1.75,0.27,0.33,58.31%,22.90%,16.09%,6/5/2024 4:30:00 PM,121.11,109.32,12.55%,0.02%,85.67%,0.80%,5.09%,2.18,2551.06,-6.90%,-21.42%,-32.73%,-48.91%,-37.34%,-53.84%,3.50%,3.16%,1.95,1.21,1.26,9.58,-14.89%,-20.21%,-40.41%,-54.30%,-3.90%,24.74,-1.67%,-3.63%
292,LUV,Southwest Airlines Co,Industrials,Airlines,USA,15008.96,212.47,25.05,-4.97%,16894802,18.9,16.61,0.56,1.43,1.5,,-73.76%,221.73%,-29.89%,12.79%,15.47%,2.61%,0.31%,1.04%,0.67%,0.9,0.85,0.57,0.87,14.62%,-0.88%,0.41%,7/25/2024 8:30:00 AM,599.16,596.83,0.39%,0.00%,83.92%,-4.52%,7.67%,4.52,10139.89,-8.01%,-12.35%,-5.15%,-17.00%,-24.93%,-13.26%,4.18%,3.79%,3.3,1.67,1.16,1.06,-8.35%,-9.54%,-11.33%,-28.79%,14.31%,36.27,-3.06%,-1.97%
293,LVS,Las Vegas Sands Corp,Consumer Cyclical,Resorts & Casinos,USA,28028.53,17.85,38.06,-1.07%,5807808,13.48,1.35,2.45,7.46,5.95,12.83,30.52%,14.44%,-12.26%,13.26%,22.98%,2.10%,7.42%,39.81%,9.72%,1.58,1.57,3.41,3.66,38.41%,24.11%,14.08%,7/24/2024 4:30:00 PM,753.45,391.7,46.81%,-0.03%,47.87%,0.35%,2.79%,1.75,6229.35,-2.86%,-10.55%,-18.41%,-25.15%,-34.44%,-22.66%,2.63%,2.36%,1.33,0.93,1.12,1.02,-7.15%,-11.43%,-20.29%,-35.39%,-0.68%,26.98,0.13%,-1.20%
294,LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods,USA,8180.57,11.44,56.94,-4.00%,4765889,11.23,0.78,1.26,4.58,114.57,,-11.54%,12.86%,9.43%,14.60%,12.16%,2.57%,10.45%,45.36%,13.58%,1.29,0.56,1.99,2.22,27.70%,17.33%,11.22%,7/24/2024 8:30:00 AM,143.67,140.84,1.97%,0.53%,99.44%,0.72%,4.54%,2.28,2810.74,0.41%,-31.13%,-32.60%,-46.00%,-44.40%,-47.32%,3.80%,3.87%,1.86,1.7,0.74,3.15,-20.09%,-28.78%,-38.61%,-49.10%,7.45%,27.72,-2.48%,-1.55%
295,LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,United Kingdom,30735.27,14.6,94.39,-3.82%,2611720,9.68,2.01,0.76,2.37,13.19,11.45,-5.50%,19.28%,-11.67%,7.25%,5.13%,5.44%,5.81%,16.48%,8.30%,2.12,1.32,0.96,0.97,11.98%,7.73%,5.18%,8/2/2024 8:30:00 AM,324.48,259.58,20.28%,-0.43%,72.79%,-0.31%,1.55%,2.57,1571.07,-2.95%,-0.82%,-4.44%,-0.23%,-2.00%,-0.73%,2.13%,1.99%,2.5,1.66,1.07,2.12,-2.01%,-1.91%,-2.49%,-11.80%,6.70%,42.56,-0.79%,-3.06%
296,LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,USA,21007.49,87.2,91.21,-1.90%,2406202,36.95,2.31,0.88,,3.28,37.84,-1.43%,82.81%,,37.73%,72.49%,,1.27%,474.88%,3.83%,0.92,0.92,,,21.89%,4.02%,1.07%,7/30/2024 4:30:00 PM,233.3,153.67,33.28%,-0.00%,76.34%,-0.67%,8.92%,6.34,2162.88,-2.60%,-3.78%,3.33%,2.04%,6.10%,-2.55%,3.73%,2.49%,1.52,1.11,1.34,2.64,-4.18%,-2.80%,-1.28%,-14.95%,19.26%,41.46,-0.55%,-1.37%
297,MA,Mastercard Incorporated,Financial,Credit Services,USA,429433.72,35.3,462.02,-0.08%,3808028,27.85,1.84,16.26,57.65,58.09,36.79,16.64%,16.03%,16.16%,19.18%,11.54%,0.57%,30.14%,189.68%,55.87%,1.14,1.14,1.96,2.1,96.75%,57.75%,46.42%,7/31/2024 8:30:00 AM,927.0,829.11,10.80%,-5.24%,79.08%,-0.21%,0.53%,1.71,2581.62,5.44%,3.09%,4.74%,0.24%,18.46%,8.33%,2.04%,1.71%,1.41,1.48,1.1,9.01,3.98%,3.45%,4.83%,-5.71%,28.42%,61.94,0.39%,-0.47%
298,MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,17526.84,34.15,150.02,2.47%,1152150,35.5,10.94,8.06,2.91,229.11,21.25,-8.59%,-1.84%,19.57%,3.12%,6.52%,3.94%,4.50%,8.47%,4.92%,,,0.73,0.78,33.72%,32.05%,23.59%,7/31/2024 4:30:00 PM,116.69,116.0,0.70%,-0.94%,96.63%,-1.50%,2.39%,4.46,622.19,5.28%,7.60%,13.93%,17.28%,2.26%,11.57%,2.77%,2.12%,2.65,1.85,0.85,3.32,5.67%,7.74%,13.99%,1.12%,29.82%,66.36,1.67%,0.79%
299,MAR,"Marriott International, Inc.",Consumer Cyclical,Lodging,USA,60152.38,21.36,213.67,-2.34%,3679029,19.99,3.81,2.46,,172.36,22.35,-5.80%,13.59%,13.58%,5.61%,9.32%,1.04%,11.55%,1446.77%,26.89%,,,,,20.47%,16.06%,12.01%,7/31/2024 8:30:00 AM,290.54,235.25,16.44%,-0.31%,61.51%,-3.59%,2.40%,3.75,1505.01,-9.69%,-11.03%,-9.29%,-12.31%,4.99%,-5.25%,3.45%,2.30%,2.67,2.44,1.59,6.0,-10.87%,-10.28%,-7.56%,-18.00%,18.21%,26.18,-0.67%,-1.67%
300,MAS,Masco Corp.,Industrials,Building Products & Equipment,USA,16362.2,18.31,74.97,-1.63%,1888501,16.62,2.13,2.08,,41.11,15.84,6.57%,9.63%,11.15%,8.60%,3.98%,1.55%,17.11%,,28.86%,1.76,1.12,,,36.49%,17.40%,11.59%,7/25/2024 8:30:00 AM,220.6,217.3,0.43%,-59.81%,97.77%,-0.32%,1.81%,2.15,1836.0,-3.20%,15.73%,8.68%,8.46%,23.84%,11.93%,2.59%,2.61%,2.25,1.03,1.25,2.11,3.80%,7.82%,10.16%,-5.75%,57.30%,58.05,0.73%,-2.34%
301,MCD,McDonald's Corp,Consumer Cyclical,Restaurants,USA,199404.95,24.21,276.69,2.95%,9584261,21.69,5.45,7.74,,237.95,27.77,-1.25%,8.19%,8.93%,4.45%,4.44%,2.41%,16.29%,,18.56%,0.83,0.82,,,56.00%,45.40%,32.25%,7/29/2024 8:30:00 AM,731.3,720.0,0.09%,-2.78%,72.16%,0.22%,1.36%,2.56,3828.15,9.80%,10.68%,1.25%,-7.18%,-4.46%,-6.68%,3.06%,2.25%,1.92,2.5,0.71,5.78,8.02%,8.02%,0.69%,-8.50%,13.62%,70.25,2.71%,0.24%
302,MCHP,"Microchip Technology, Inc.",Technology,Semiconductors,USA,40468.2,30.14,75.43,-10.60%,17482800,21.36,,6.14,6.32,128.43,19.94,-57.25%,67.91%,37.42%,-10.90%,8.26%,2.21%,8.47%,20.70%,10.89%,1.94,1.08,0.96,0.97,54.34%,33.52%,20.80%,8/1/2024 4:30:00 PM,536.66,524.48,2.24%,-0.52%,93.85%,-2.56%,4.89%,4.11,6234.25,-13.13%,-19.40%,-15.68%,-11.93%,-16.44%,-16.36%,4.53%,3.58%,1.77,2.8,1.53,3.69,-16.47%,-18.26%,-13.53%,-24.99%,9.72%,30.03,-5.06%,-5.83%
303,MCK,Mckesson Corporation,Healthcare,Medical Distribution,USA,81766.59,28.18,630.38,0.21%,881714,17.55,2.4,0.26,,17.83,21.06,15.68%,13.17%,164.60%,11.76%,7.64%,0.40%,4.63%,,59.16%,0.92,0.51,,,3.95%,1.27%,0.97%,8/7/2024 4:30:00 PM,130.0,129.57,0.10%,-21.91%,89.56%,-1.31%,1.43%,2.63,704.85,5.04%,8.06%,18.88%,25.61%,52.61%,36.16%,1.96%,1.50%,1.7,1.25,0.45,10.0,6.64%,7.62%,21.49%,-0.16%,55.76%,79.69,-0.07%,0.28%
