No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
257,XEL,Xcel Energy Inc.,158,9,13,7,19,10,16,6,15,15,14,8,4,11,9,2,37373.21,18.54,2.21,3000,7.3,6.81,3.11,2.9,1.49,79.9,1.33,-1.5,-6.13,2657.34,0.43,Utilities,Utilities - Regulated Electric,USA,21.09,66.88,-0.54%,7941087,3.23,2.44,336.7,6.60%,6.54%,6.10%,10.70%,6.20%,0.8,0.7,1.37,0.872,15.90%,11.30%,1/26/2023 8:30,550,546.12,0.10%,-0.33%,0.35%,272.00%,5.79%,-8.86%,-3.42%,-4.61%,3.09%,2.25%,2.5,2.99,0.023026316,2.12%,-1.34%,-3.44%,-13.88%,17.56%,53.4,1.04%,-1.56%,204,323,165,472,239,387,144,354,355,330,179,80,253,202,28,3715
258,WEC,"WEC Energy Group, Inc.",158,10,14,8,18,10,16,5,13,15,15,8,2,8,15,1,30167.54,19.24,2.61,3000,8.4,6.32,3.31,3.5,1.52,76.5,1.33,2.32,-3.55,1270.26,0.39,Utilities,Utilities - Regulated Electric,USA,21.16,94.25,-0.64%,3437285,3.51,3.14,1043.86,7.20%,6.03%,4.60%,12.40%,5.60%,0.7,0.5,1.3,54.60%,20.00%,14.70%,2/2/2023 8:30,315.4,315.03,0.13%,-1.19%,-0.09%,331.00%,7.63%,-6.74%,-0.37%,0.52%,3.19%,2.34%,2.6,2.71,0.022917772,4.16%,1.96%,-2.04%,-13.05%,16.62%,59.69,-0.31%,-0.34%,244,337,201,430,231,399,123,323,360,366,177,35,195,357,18,3796
259,HLT,Hilton Worldwide Holdings Inc.,158,9,15,20,7,1,6,16,8,20,1,11,12,6,12,14,36863.07,20.59,1000,23.63,210.5,16.27,0.44,8.1,100,98.6,1.74,-10.62,0.36,1621.28,1.24,Consumer Cyclical,Lodging,USA,30.09,136.54,-1.29%,2829836,0.67,4.2,30.49,25.10%,45.03%,1.50%,-143.30%,21.20%,0.9,0.9,,42.10%,23.90%,14.30%,2/9/2023 8:30,269,265.64,0.20%,-6.66%,-2.72%,285.00%,-2.85%,0.96%,-9.45%,8.06%,2.41%,2.00%,2.5,1.75,0.025267321,-5.13%,-3.93%,3.50%,-18.72%,25.95%,37.76,-1.01%,-0.28%,210,357,489,168,19,136,385,185,479,22,260,299,131,300,336,3776
255,TGT,Target Corporation,158,5,9,15,17,19,3,7,11,14,13,13,11,4,7,10,74502.39,15.1,6.53,3000,-57.6,25.02,2.71,5.2,1.44,81.9,2.07,-9.46,4.49,3153.83,1.04,Consumer Defensive,Discount Stores,USA,26.63,159.36,-2.26%,13171188,,0.68,33.42,5.10%,-7.51%,8.50%,25.50%,11.70%,0.9,0.2,1.43,24.60%,3.50%,2.50%,2/28/2023 8:30,460.6,459.38,0.20%,-5.86%,1.86%,301.00%,0.75%,-3.42%,-26.08%,6.92%,2.96%,2.58%,2.2,4.18,0.027735944,-3.14%,-3.81%,0.04%,-37.47%,16.19%,41.87,-2.31%,0.05%,103,225,358,418,456,63,172,269,349,303,303,274,85,176,233,3787
254,WBD,"Warner Bros. Discovery, Inc.",158,9,9,1,4,20,1,17,20,13,19,18,8,1,1,17,35866.49,14,0.74,10.81,-348.5,1557.1,0,-6.7,1.05,56.3,3.62,-6.58,30.6,22382.71,1.49,Communication Services,Entertainment,USA,,14.34,1.27%,31999434,,1.06,9.61,-40.40%,7.50%,37.50%,-18.70%,-5.90%,0.9,0.9,1.04,43.70%,-21.80%,-21.90%,2/23/2023 16:30,2435,1867.51,0.60%,0.00%,0.00%,302.00%,-0.07%,8.88%,-44.07%,51.27%,5.00%,4.58%,2.4,1.43,0.048117155,-4.30%,0.60%,8.74%,-48.15%,62.59%,47.66,-2.98%,4.38%,217,202,14,77,500,1,406,494,309,463,431,199,10,17,426,3766
269,CCI,Crown Castle Inc.,159,6,19,15,20,4,20,2,13,17,6,3,9,10,11,4,56896.26,36.43,7.57,3000,44.6,-5.57,4.81,4.3,2.92,93.1,0.81,-7.04,-5.25,1953.97,0.67,Real Estate,REIT - Specialty,USA,33.75,130.26,-1.71%,3556686,,8.14,364.72,35.60%,-3.21%,10.40%,21.60%,8.20%,0.4,0.4,2.81,70.40%,34.30%,24.00%,1/25/2023 16:30,433,430.78,0.45%,0.16%,0.38%,178.00%,2.66%,-19.39%,-24.88%,-3.97%,3.40%,2.70%,2.5,1.82,0.028558268,-1.22%,-7.09%,-14.38%,-34.86%,7.02%,42.55,-1.84%,0.14%,130,471,377,494,99,485,49,303,423,130,53,210,237,257,91,3809
262,TFC,Truist Financial Corporation,159,7,1,1,18,12,17,1,17,11,16,5,20,20,2,11,43485.66,5.94,0.75,3000,-1,5.13,6.81,1.1,0.8,75.3,1.06,-37.51,-27.62,9376.83,1.11,Financial,Banks - Regional,USA,6.9,30.56,-7.23%,46832162,,2.61,1.44,10.50%,-0.29%,17.70%,10.70%,12.50%,,,0.8,,81.40%,35.60%,1/19/2023 8:30,1326.77,1322.79,0.10%,-1.53%,-0.13%,150.00%,-21.32%,-36.49%,-48.82%,-28.98%,12.53%,4.97%,2.7,4.99,0.075589005,-28.98%,-33.59%,-33.86%,-49.98%,6.48%,14.89,-4.83%,-2.52%,176,22,15,441,286,424,13,420,260,381,113,496,488,47,272,3854
265,LH,Laboratory Corporation of America Holdings,159,13,6,5,5,18,12,13,10,7,4,11,15,12,18,10,19011.08,11.29,1.87,14.13,-42.7,9.88,1.35,6.3,0.54,94.4,1.86,-14.07,-7.5,622.14,1.06,Healthcare,Diagnostics & Research,USA,15.41,213.32,-2.64%,813713,,1.28,44.21,15.40%,-6.64%,7.60%,12.40%,9.50%,1.5,1.3,0.51,29.50%,11.90%,8.60%,2/16/2023 8:30,88.7,88.35,0.10%,-28.52%,-2.65%,264.00%,-4.16%,-4.82%,-22.15%,-9.41%,2.41%,2.49%,2,1.31,0.026204763,-9.44%,-12.53%,-9.55%,-24.14%,6.49%,24.12,-2.64%,0.00%,327,137,125,108,431,296,306,238,176,101,277,372,287,450,243,3874
270,FTNT,"Fortinet, Inc.",159,6,19,20,9,4,5,17,4,20,18,13,5,2,5,12,48972.94,36.59,1000,33.79,46.6,18.32,0,15.2,100,67.8,2.15,-2.53,12.81,5123.38,1.15,Technology,Software - Infrastructure,USA,57.27,61.22,-1.07%,8196346,3.02,11.09,22.15,58.60%,18.97%,24.20%,-314.20%,132.40%,1.2,1.2,,75.40%,21.90%,19.40%,2/7/2023 16:30,780.6,633.43,12.00%,-0.97%,-4.09%,266.00%,4.19%,20.46%,2.88%,25.22%,3.06%,2.59%,2,1.6,0.030218883,1.70%,10.18%,12.96%,-14.40%,43.67%,57.4,-0.95%,-0.11%,149,472,501,222,92,107,408,79,494,430,317,103,27,105,294,3800
268,HOLX,"Hologic, Inc.",159,13,14,11,4,16,14,20,6,8,1,15,10,5,13,9,19199.68,19.01,3.74,10.9,-28.8,8.02,0,10.6,0.56,99.82,2.69,-7.83,1.55,1578.47,1.01,Healthcare,Medical Instruments & Supplies,USA,19.66,77.07,-1.63%,3202201,1.97,4.3,7.86,14.20%,10.00%,9.70%,20.00%,17.50%,4.2,3.5,0.55,59.30%,28.20%,22.20%,2/1/2023 16:30,247.32,244.05,1.10%,-8.15%,-9.23%,416.00%,-0.79%,13.91%,6.48%,3.02%,1.90%,1.52%,2.3,2.03,0.019073569,-3.47%,-4.74%,5.48%,-11.06%,28.92%,36.38,-1.66%,0.03%,326,331,265,78,395,352,478,141,180,2,371,233,114,309,223,3798
263,PFG,"Principal Financial Group, Inc.",159,14,4,5,2,1,11,4,16,5,15,16,19,19,13,15,17434.51,9.25,1.71,7.22,200.7,10.73,3.66,1.7,0.41,76.9,2.8,-23.93,-20.62,1588.79,1.32,Financial,Asset Management,USA,3.72,69.99,-3.54%,14716671,0.55,1.26,3.6,26.40%,6.77%,-0.50%,45.40%,8.50%,,,0.4,,17.40%,34.80%,3/1/2023 16:30,244.5,241.66,0.40%,-1.49%,-2.02%,426.00%,-9.12%,-9.66%,0.62%,-16.60%,4.24%,3.28%,3.5,9.26,0.044577797,-16.50%,-20.05%,-12.27%,-27.22%,14.64%,26.33,-2.53%,-1.03%,348,88,112,50,21,263,101,398,123,363,385,476,461,306,373,3868
267,MAS,Masco Corporation,159,18,8,19,9,2,8,9,3,20,2,16,14,7,11,13,11317.46,13.24,1000,31.61,124.4,13.84,2.31,15.6,100,97.6,2.91,-12.2,-1.64,1782.79,1.2,Industrials,Building Products & Equipment,USA,13.62,49.32,-2.22%,3064059,5.38,1.3,25.04,23.30%,2.53%,7.60%,-152.90%,38.60%,1.6,0.9,,31.30%,15.20%,9.70%,2/9/2023 8:30,228,224.74,0.10%,-64.32%,-0.30%,367.00%,-1.56%,0.67%,-12.12%,5.68%,2.81%,2.49%,2.6,1.72,0.028994323,-5.25%,-5.49%,-3.12%,-15.23%,16.51%,36.24,-1.99%,-0.24%,439,191,476,212,34,186,210,71,495,42,394,333,164,276,323,3846
266,CAG,"Conagra Brands, Inc.",159,15,7,6,15,16,17,4,14,13,11,17,3,12,6,3,16963.29,12.65,1.96,81.05,-30.8,5.13,3.72,3,1.08,84.1,3.06,-1,-7.69,4179.9,0.56,Consumer Defensive,Packaged Foods,USA,25.1,35.52,-1.00%,9657493,3.02,1.41,427.29,8.40%,8.30%,8.10%,7.90%,6.30%,0.9,0.3,0.93,25.40%,9.50%,5.70%,4/5/2023 8:30,479.4,471.64,0.30%,-3.79%,-2.36%,346.00%,1.46%,5.65%,12.05%,-8.22%,1.85%,1.66%,2.7,2.31,0.018018018,-1.09%,-4.17%,0.16%,-14.00%,14.53%,42.47,-0.95%,-0.06%,357,170,140,353,402,425,95,347,312,270,404,73,289,130,59,3826
264,FOXA,Fox Corporation,159,15,5,4,3,17,20,12,9,1,20,20,13,4,9,7,17023.2,10.1,1.53,10.46,-41.5,-6.39,1.53,6.7,0,0,6.47,-11.83,2.92,2631.44,0.87,Communication Services,Entertainment,USA,12.05,32.73,-0.64%,5391821,1.25,1.19,4.19,-0.90%,9.63%,7.10%,13.20%,10.60%,3.4,2.9,0.62,36.60%,18.20%,10.50%,2/8/2023 8:30,541,430.53,0.20%,-6.49%,-1.09%,1058.00%,-1.24%,-5.30%,-19.52%,7.77%,2.04%,2.00%,2.5,2.05,0.023220287,-5.85%,-3.55%,0.02%,-22.11%,16.83%,37.97,-0.15%,-0.49%,356,107,85,74,427,488,282,221,15,491,484,326,95,205,167,3823
276,ES,Eversource Energy,160,11,11,5,20,8,16,5,15,15,12,6,7,15,12,2,26957.92,16.22,1.71,3000,14.2,7.04,3.56,2.8,1.49,82,1.16,-4.97,-11.58,1622.7,0.48,Utilities,Utilities - Regulated Electric,USA,18.76,75.91,-1.16%,4695679,2.73,2.21,71.96,5.40%,6.88%,9.50%,9.30%,4.50%,0.6,0.6,1.3,,18.00%,11.50%,2/13/2023 16:30,348.79,347.02,0.10%,-1.51%,0.32%,248.00%,4.16%,-13.92%,-9.66%,-9.46%,2.98%,2.34%,2.4,2.89,0.02529311,-0.29%,-4.59%,-8.45%,-19.78%,7.61%,46.26,-0.68%,-0.48%,270,258,110,485,199,382,108,359,356,302,133,152,354,299,40,3807
278,CL,Colgate-Palmolive Company,160,5,15,19,17,15,13,8,6,19,13,6,3,13,6,2,59978.7,21.17,150.42,354.9,-16.7,9.64,2.6,11.3,21.86,81.3,1.16,-0.69,-9,4166.53,0.48,Consumer Defensive,Household & Personal Products,USA,33.99,72.2,-1.03%,9106061,5.65,3.34,63.14,-3.80%,6.02%,3.10%,472.20%,24.00%,1.3,0.8,21.8,57.00%,16.00%,9.90%,1/27/2023 8:30,832.5,829.55,0.10%,-3.73%,-0.60%,231.00%,1.25%,-4.03%,-3.93%,-8.36%,1.75%,1.67%,2.6,2.19,0.017036011,-1.02%,-3.02%,-5.32%,-13.85%,6.43%,44.28,-1.16%,0.14%,124,372,466,406,359,303,187,128,462,309,134,71,317,131,38,3807
275,FE,FirstEnergy Corp.,160,12,9,7,19,19,16,4,18,16,9,10,4,10,6,1,23397.4,14.88,2.23,3000,-68.7,6.32,3.92,0.9,2.13,89,1.69,-2.4,-6.05,3610.79,0.43,Utilities,Utilities - Regulated Electric,USA,56.11,39.78,-0.92%,8566504,101.83,1.88,146.23,-19.00%,0.0055,2.70%,4.00%,2.50%,0.6,0.5,2.09,0.69,14.50%,3.30%,2/13/2023 16:30,572.25,571.68,0.10%,0.00%,-0.33%,268.00%,4.44%,-1.58%,-9.34%,-5.15%,2.78%,2.22%,2.4,2.37,0.0231272,0.42%,-2.07%,0.36%,-18.57%,12.63%,49.99,-0.48%,-0.45%,291,221,167,474,467,398,86,433,398,202,250,101,251,149,24,3912
271,FITB,Fifth Third Bancorp,160,14,2,2,1,14,16,2,17,12,12,12,20,19,3,14,17666.6,6.22,1.13,3.43,-10.4,6.47,5.29,1.1,0.9,83,1.99,-32.75,-22.73,7489.76,1.25,Financial,Banks - Regional,USA,7.45,24.95,-5.71%,29954998,1.54,2.68,1.44,6.30%,4.84%,8.00%,14.40%,15.20%,,,0.9,,76.60%,35.30%,1/19/2023 8:30,688.68,678.27,0.10%,5.94%,-0.11%,180.00%,-17.85%,-30.27%,-47.47%,-23.96%,13.53%,5.31%,2.1,4,0.0749499,-25.42%,-28.29%,-27.91%,-48.05%,12.84%,18.62,-3.41%,-2.38%,345,29,42,11,330,396,36,419,283,284,294,491,469,68,342,3839
274,TXT,Textron Inc.,160,16,6,6,4,7,9,16,11,7,10,12,13,12,14,17,13926.38,11.63,1.94,12.47,21.6,12.96,0.12,5.4,0.5,86.8,2.06,-11.39,-8.09,1366.8,1.49,Industrials,Aerospace & Defense,USA,16.49,66.19,-1.88%,3873352,1.22,1.08,6.84,13.50%,13.55%,-1.90%,12.50%,6.80%,2,1.1,0.5,16.10%,6.90%,6.70%,1/25/2023 8:30,208.33,204.14,0.45%,-23.06%,-12.99%,307.00%,-4.43%,3.31%,-10.04%,-6.51%,2.69%,2.22%,,2.83,0.027647681,-8.11%,-7.96%,-1.04%,-13.03%,15.90%,31.92,-1.09%,-0.80%,402,143,134,92,157,206,395,257,155,227,302,318,297,343,427,3855
273,EXPE,"Expedia Group, Inc.",160,16,3,15,2,1,3,17,17,17,4,15,18,5,8,19,14691.23,8.06,6.36,5.29,221.1,23.85,0,1.5,2.73,95.6,2.59,-19.44,0.68,2666.77,1.64,Consumer Cyclical,Travel Services,USA,43.82,93.42,-1.79%,3594048,1.41,1.26,3.55,-1.30%,31.06%,3.00%,16.50%,11.10%,0.8,0.8,2.73,85.80%,9.80%,3.00%,2/9/2023 16:30,155.39,146.28,0.20%,-2.06%,-2.90%,142.00%,-4.95%,-13.33%,-51.57%,6.64%,4.22%,3.39%,2.4,1.35,0.043566688,-10.23%,-13.17%,-8.42%,-54.20%,13.39%,33.16,-1.05%,-0.75%,392,69,354,32,18,71,417,404,418,84,362,440,123,200,459,3843
279,EXR,Extra Space Storage Inc.,160,12,17,15,13,11,17,3,8,17,1,18,4,5,16,3,22495.51,25.02,6.55,54.87,3.5,5.37,4.06,7.5,2.25,99.2,3.59,-1.64,2.25,995.77,0.57,Real Estate,REIT - Industrial,USA,24.89,159.52,-0.28%,1253286,4.15,11.69,242.15,11.60%,6.00%,11.70%,26.60%,9.60%,,,2.25,75.60%,54.60%,44.70%,2/22/2023 16:30,133.92,131.88,0.10%,-5.65%,0.72%,475.00%,3.89%,-14.54%,-17.52%,8.38%,3.38%,2.80%,2.6,1.26,0.02883651,-0.84%,1.14%,-5.97%,-28.26%,13.97%,48.95,-0.24%,-0.04%,302,422,359,310,259,418,76,194,406,9,428,82,103,394,64,3826
277,TSCO,Tractor Supply Company,160,12,14,17,16,9,12,11,4,8,9,18,5,3,16,6,25547.48,20.07,12.56,146.82,12.8,10.23,1.77,13.6,0.59,88.7,3.99,-2.99,7.95,1024.12,0.83,Consumer Cyclical,Specialty Retail,USA,23.93,232.44,-1.22%,1110129,2.37,1.8,126.16,23.80%,10.11%,14.40%,56.60%,34.50%,1.3,0.2,0.59,35.00%,10.10%,7.70%,1/26/2023 8:30,110.36,109.81,0.10%,-42.33%,2.09%,428.00%,2.29%,23.66%,2.34%,3.32%,1.98%,1.73%,2.1,1.08,0.0194889,0.57%,2.35%,11.44%,-3.77%,39.61%,54.3,-1.42%,0.20%,280,350,417,385,210,284,256,90,191,205,435,114,60,389,144,3810
272,WBA,"Walgreens Boots Alliance, Inc.",160,11,2,3,20,2,16,1,20,9,19,18,12,18,4,5,28410.54,6.82,1.38,3000,117.6,7.08,5.83,-3.2,0.62,59.8,4.37,-9.88,-19,6421.61,0.72,Healthcare,Pharmaceutical Retailers,USA,,32.91,-1.50%,17222690,,0.21,6.71,5.80%,2.30%,2.30%,-12.00%,4.60%,0.7,0.4,0.42,20.90%,-5.10%,-2.20%,3/28/2023 8:30,863.6,714.48,0.30%,-1.03%,-0.06%,487.00%,-1.05%,-3.86%,-30.54%,-11.91%,2.61%,2.09%,2.9,2.68,0.02461258,-5.88%,-8.36%,-12.05%,-32.31%,8.29%,32.43,-0.81%,-0.69%,254,38,67,486,41,381,21,488,204,457,439,283,451,82,105,3797
285,ISRG,"Intuitive Surgical, Inc.",161,4,19,15,15,15,5,20,7,1,10,1,5,17,12,15,84740.03,38.13,7.56,88.42,-21.6,17.28,0,9.9,0,86.6,0.59,-2.85,-15.27,1661.97,1.29,Healthcare,Medical Instruments & Supplies,USA,65.12,237.8,-1.12%,2304256,4.49,13.62,19.92,5.20%,14.49%,14.70%,11.30%,11.90%,4.4,3.8,0,67.40%,25.30%,21.30%,1/24/2023 16:30,351.2,348.62,0.51%,-7.79%,-0.44%,123.00%,5.81%,13.44%,-14.41%,-10.38%,3.22%,2.24%,2.2,1.39,0.026324643,2.23%,-3.19%,2.94%,-23.03%,32.06%,51.06,-1.08%,-0.05%,92,475,376,361,375,117,484,153,19,232,17,108,407,295,357,3868
284,HON,Honeywell International Inc.,161,3,13,15,14,13,11,9,8,13,15,1,11,16,8,11,123079.18,18.4,7.42,68.8,-8.1,10.76,2.23,8,1.17,75.9,0.65,-8.46,-14.01,3057.89,1.09,Industrials,Conglomerates,USA,25.39,184.64,-2.38%,7382753,3.21,3.47,12.17,4.20%,7.90%,-2.60%,28.30%,13.70%,1.3,1,0.91,32.80%,18.00%,14.00%,2/2/2023 8:30,670.5,667.32,0.10%,-7.66%,0.09%,141.00%,-4.49%,4.40%,-3.35%,-13.84%,2.41%,1.95%,2.3,2.41,0.022963605,-4.97%,-8.42%,-5.22%,-16.44%,10.81%,27.88,-1.69%,-0.70%,56,320,374,331,318,262,219,186,324,374,26,253,396,182,260,3881
282,CAT,Caterpillar Inc.,161,3,7,15,8,10,14,9,8,17,17,7,15,13,7,11,117842.68,12.5,7.01,29.24,7.5,8.11,2.23,8.2,2.33,70.9,1.32,-13.55,-8.3,3285.65,1.09,Industrials,Farm & Heavy Construction Machinery,USA,17.01,215.01,-1.69%,7197098,1.29,1.98,16.83,19.40%,13.22%,5.50%,41.70%,11.00%,1.4,0.9,1.62,30.80%,13.30%,11.30%,1/31/2023 8:30,517.3,511.18,0.15%,-11.14%,-1.74%,206.00%,-5.29%,17.82%,-0.50%,-10.25%,3.26%,2.68%,2.6,2.19,0.033672852,-10.15%,-12.73%,1.30%,-19.18%,33.88%,29,-0.70%,-1.00%,66,168,367,200,238,350,220,183,412,413,174,364,303,168,257,3883
280,RF,Regions Financial Corporation,161,15,2,2,3,13,19,3,17,3,15,16,20,17,2,14,17032.53,7.01,1.17,7.25,-8.6,0.24,4.47,1.3,0.16,77.5,2.83,-25.15,-15.29,9211.63,1.25,Financial,Banks - Regional,USA,7.86,17.89,-3.87%,40247841,,3.34,1.52,17.10%,-0.88%,5.10%,14.80%,23.40%,,,0.16,,88.50%,42.10%,1/20/2023 8:30,932,929.75,0.22%,-5.10%,0.72%,286.00%,-11.79%,-20.28%,-24.00%,-17.02%,15.95%,5.81%,2.3,4.37,0.067635551,-18.42%,-20.72%,-16.97%,-26.47%,28.34%,24.17,-2.19%,-1.72%,355,40,48,52,320,472,60,412,63,359,387,481,408,49,344,3850
283,DLTR,"Dollar Tree, Inc.",161,10,12,11,5,11,5,19,9,6,20,18,10,11,10,4,30194.94,17.26,3.68,18.14,2.5,18.21,0,7,0.46,0,3.61,-8.04,-6.38,2106.45,0.67,Consumer Defensive,Discount Stores,USA,19.04,137.15,-1.34%,6544476,1.2,1.07,68.78,8.90%,15.86%,4.90%,19.20%,13.50%,1.4,0.2,0.41,31.50%,7.50%,5.50%,3/1/2023 8:30,222.2,218.28,0.10%,3.33%,1.30%,374.00%,-2.24%,-0.57%,-9.82%,-3.03%,2.53%,2.67%,2.5,3.11,0.027998542,-4.58%,-6.29%,-9.31%,-22.60%,9.93%,36.06,-0.85%,-0.49%,243,290,264,125,266,109,455,212,143,502,430,239,263,243,93,3877
281,BBY,"Best Buy Co., Inc.",161,15,6,14,16,4,9,2,6,5,12,19,15,10,10,18,17061.68,10.93,5.78,191.7,44,12.79,4.8,10.9,0.39,83,5.84,-13.74,-5.06,2229.82,1.54,Consumer Cyclical,Specialty Retail,USA,12.17,76.73,-0.47%,7805867,,0.37,,21.30%,-7.54%,5.60%,60.70%,58.00%,1,0.3,0.38,21.40%,5.00%,3.80%,3/2/2023 8:30,225.5,200.83,0.20%,-47.67%,-3.33%,526.00%,-2.39%,5.95%,-22.37%,-4.34%,3.11%,2.77%,3,3.5,0.031017855,-5.69%,-8.53%,0.51%,-25.67%,26.23%,35.68,-0.42%,-0.05%,354,131,342,399,101,212,51,135,119,283,475,367,231,236,439,3875
290,FMC,FMC Corporation,162,16,8,12,15,10,9,10,9,12,6,5,12,13,18,7,14846.51,13.07,4.31,86.02,5.6,13.16,2,6.7,0.97,92.8,1.04,-10.05,-8.45,753.5,0.85,Basic Materials,Agricultural Inputs,USA,17.66,116.07,-0.59%,1660800,1.84,2.56,25.96,30.80%,9.60%,15.00%,23.10%,15.00%,1.4,1,0.81,0.401,19.70%,12.70%,2/7/2023 16:30,125.43,124.46,0.40%,-3.32%,1.58%,172.00%,-3.72%,7.22%,-7.98%,-7.00%,2.86%,2.27%,2.2,2.2,0.026449556,-7.50%,-8.85%,-1.62%,-17.68%,18.15%,27.92,-0.80%,0.21%,389,186,289,358,246,204,238,220,293,135,108,286,305,429,152,3838
291,PPL,PPL Corporation,162,13,10,3,20,9,15,5,16,13,16,10,8,13,5,6,20013.57,15.69,1.42,3000,12.8,7.68,3.58,2.1,1.02,72.8,1.62,-6.45,-8.8,5469.59,0.79,Utilities,Utilities - Regulated Electric,USA,27.69,26.83,-1.36%,10608411,1.61,2.53,56.22,-14.40%,17.21%,1.20%,5.40%,4.20%,0.7,0.6,0.93,0.787,17.40%,9.60%,2/17/2023 8:30,736.37,735.5,0.05%,-11.69%,2.01%,217.00%,2.21%,-7.10%,0.79%,-8.18%,2.95%,2.27%,2.1,1.94,0.023853895,-1.82%,-6.18%,-4.80%,-15.47%,14.34%,40.74,-0.70%,-0.66%,319,241,72,498,207,362,106,384,305,398,238,195,311,103,128,3867
294,EQR,Equity Residential,162,12,19,6,11,18,10,3,13,9,6,11,15,14,9,6,22691.13,32.24,1.95,43.73,-42,11,4.34,3.8,0.67,93.1,1.73,-13.53,-9.93,2472.41,0.84,Real Estate,REIT - Residential,USA,27.84,57.58,-2.26%,3105871,1.8,8.3,420.99,4.80%,15.51%,2.00%,7.10%,6.00%,,,0.66,64.10%,40.80%,28.30%,2/9/2023 16:30,377.71,371.23,1.72%,-1.21%,-0.44%,260.00%,-1.52%,-21.05%,-34.73%,-2.41%,2.54%,2.46%,2.7,1.26,0.028134769,-7.30%,-7.69%,-14.39%,-38.95%,0.35%,32.98,-2.24%,-0.02%,300,462,138,272,430,250,65,317,221,129,257,363,329,216,148,3897
287,GM,General Motors Company,162,6,1,1,3,13,19,14,14,15,12,11,19,16,2,16,48210.07,5.25,0.7,7.52,-8.5,1.69,1.08,3.5,1.69,82.8,1.75,-22.28,-12.98,15297.71,1.37,Consumer Cyclical,Auto Manufacturers,USA,5.44,33.38,-3.55%,27664952,0.35,0.31,1.54,3.30%,15.70%,1.50%,13.80%,4.30%,1.1,0.9,1.12,13.40%,6.20%,5.70%,1/31/2023 8:30,1415,1349.91,0.20%,-1.15%,-3.10%,154.00%,-8.60%,-17.90%,-23.88%,-0.77%,3.72%,3.21%,2.3,1.81,0.04074296,-14.26%,-13.51%,-9.90%,-28.58%,10.06%,26.31,-2.37%,-1.21%,150,16,11,55,319,459,333,329,376,290,262,462,381,28,391,3862
292,APTV,Aptiv PLC,162,10,12,10,14,11,2,18,15,10,1,11,14,2,12,20,29660.1,17.09,3.3,70.79,0.8,42.32,0,2.6,0.74,98.7,1.82,-12.9,10.97,1744.31,2.04,Consumer Cyclical,Auto Parts,Ireland,54.78,107.2,-4.43%,2985605,1.6,1.7,19.37,-13.30%,34.27%,6.30%,6.30%,7.10%,1.6,1.1,0.73,15.10%,6.90%,3.00%,2/2/2023 8:30,270.96,269.86,0.20%,-13.58%,1.63%,282.00%,-3.49%,10.80%,-8.15%,15.11%,3.92%,2.83%,2.2,1.71,0.037406716,-7.25%,-3.48%,7.48%,-17.02%,37.51%,39.69,-2.99%,-1.49%,250,287,246,337,273,30,446,371,242,21,272,346,43,282,481,3927
295,CPT,Camden Property Trust,162,18,20,7,19,2,6,4,9,10,1,11,17,15,17,6,11247.18,56.35,2.21,3000,103.8,15.41,3.93,7.1,0.74,99,1.83,-16.26,-12.9,859.86,0.82,Real Estate,REIT - Residential,USA,16.86,101.72,-3.25%,2214072,0.67,7.9,1051.14,23.30%,25.29%,9.60%,13.50%,7.20%,,,0.69,62.80%,43.90%,45.90%,2/2/2023 16:30,108.48,105.47,1.17%,-0.98%,-0.37%,225.00%,-4.85%,-21.23%,-38.97%,-9.08%,2.99%,2.63%,2.2,2.57,0.030967361,-10.43%,-12.93%,-17.57%,-42.10%,-2.06%,26.65,-3.09%,-0.17%,441,494,164,465,45,148,84,208,245,14,275,408,377,416,141,3925
